S/N,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
2653,Brazil,2018,Malware,Banking,"17,520,000.00","334,945.00",Nation-state,Weak Passwords,Antivirus,33
2654,Australia,2023,DDoS,IT,"81,890,000.00","525,978.00",Unknown,Weak Passwords,Antivirus,12
2655,UK,2016,Phishing,Retail,"37,290,000.00","761,252.00",Insider,Weak Passwords,VPN,57
2656,China,2017,Phishing,Government,"38,870,000.00","168,075.00",Insider,Social Engineering,AI-based Detection,52
2657,Japan,2015,Ransomware,Banking,"6,570,000.00","443,408.00",Hacker Group,Weak Passwords,Encryption,71
2658,UK,2018,DDoS,IT,"17,990,000.00","60,917.00",Unknown,Zero-day,VPN,1
2659,USA,2017,Man in the Middle,Banking,"59,540,000.00","839,892.00",Nation-state,Weak Passwords,Encryption,20
2660,Brazil,2021,Ransomware,Government,"72,140,000.00","673,933.00",Unknown,Zero-day,AI-based Detection,22
2661,USA,2021,Ransomware,Education,"84,640,000.00","534,283.00",Insider,Social Engineering,VPN,49
2662,UK,2022,DDoS,Education,"32,200,000.00","49,715.00",Insider,Unpatched Software,Encryption,72
2663,China,2022,SQL Injection,Banking,"1,160,000.00","297,461.00",Hacker Group,Zero-day,Firewall,15
2664,Russia,2021,SQL Injection,Healthcare,"48,710,000.00","861,410.00",Unknown,Social Engineering,VPN,7
2665,Germany,2016,DDoS,Communications,"14,280,000.00","547,178.00",Insider,Social Engineering,Firewall,45
2666,Japan,2020,Ransomware,Banking,"37,380,000.00","273,660.00",Insider,Weak Passwords,Firewall,6
2667,Brazil,2023,Phishing,IT,"23,010,000.00","195,113.00",Unknown,Unpatched Software,Encryption,4
2668,China,2018,Man in the Middle,Banking,"9,770,000.00","881,294.00",Insider,Unpatched Software,AI-based Detection,3
2669,USA,2024,Phishing,Government,"58,640,000.00","146,937.00",Hacker Group,Social Engineering,Firewall,10
2670,Russia,2016,Phishing,Healthcare,"11,290,000.00","72,191.00",Unknown,Weak Passwords,Antivirus,3
2671,Australia,2022,Man in the Middle,Government,"90,650,000.00","898,589.00",Hacker Group,Zero-day,AI-based Detection,58
2672,Japan,2024,Malware,Communications,"30,660,000.00","430,306.00",Nation-state,Weak Passwords,VPN,67
2673,Australia,2022,DDoS,IT,"27,020,000.00","835,814.00",Insider,Weak Passwords,Encryption,40
2674,Russia,2015,SQL Injection,IT,"56,070,000.00","837,322.00",Insider,Zero-day,AI-based Detection,25
2675,Russia,2019,SQL Injection,Communications,"10,880,000.00","299,403.00",Unknown,Unpatched Software,Antivirus,23
2676,USA,2024,Man in the Middle,Government,"96,130,000.00","482,492.00",Unknown,Social Engineering,Encryption,17
2677,China,2022,DDoS,IT,"88,610,000.00","777,010.00",Hacker Group,Weak Passwords,VPN,34
2678,Germany,2021,DDoS,IT,"73,500,000.00","806,210.00",Unknown,Weak Passwords,Antivirus,5
2679,China,2024,Malware,Government,"1,170,000.00","281,616.00",Nation-state,Unpatched Software,Encryption,6
2680,India,2023,Ransomware,Banking,"42,020,000.00","827,952.00",Hacker Group,Unpatched Software,AI-based Detection,21
2681,USA,2020,Malware,Retail,"59,150,000.00","179,586.00",Hacker Group,Social Engineering,VPN,27
2682,UK,2022,Phishing,Retail,"26,630,000.00","725,905.00",Hacker Group,Zero-day,VPN,54
2683,USA,2016,DDoS,Healthcare,"30,490,000.00","723,411.00",Hacker Group,Weak Passwords,AI-based Detection,40
2684,India,2024,Malware,Banking,"14,010,000.00","141,437.00",Nation-state,Weak Passwords,Firewall,10
2685,USA,2019,DDoS,Government,"49,880,000.00","441,744.00",Unknown,Weak Passwords,Firewall,40
2686,Japan,2016,Malware,Communications,"4,840,000.00","936,738.00",Insider,Weak Passwords,Antivirus,8
2687,USA,2024,Malware,Education,"75,510,000.00","822,636.00",Insider,Social Engineering,Antivirus,63
2688,Australia,2018,Malware,Banking,"68,320,000.00","843,891.00",Unknown,Weak Passwords,Antivirus,31
2689,Russia,2020,DDoS,Healthcare,"6,370,000.00","82,576.00",Nation-state,Weak Passwords,VPN,40
2690,France,2024,Ransomware,Banking,"97,530,000.00","759,522.00",Unknown,Weak Passwords,VPN,39
2691,UK,2024,Ransomware,Banking,"12,220,000.00","860,343.00",Hacker Group,Weak Passwords,Antivirus,42
2692,Australia,2023,Malware,Government,"55,720,000.00","14,483.00",Nation-state,Weak Passwords,Firewall,36
2693,Japan,2023,Malware,Communications,"67,770,000.00","871,255.00",Hacker Group,Social Engineering,AI-based Detection,24
2694,India,2019,Man in the Middle,Government,"98,860,000.00","48,647.00",Unknown,Zero-day,Encryption,48
2695,Australia,2024,Phishing,Education,"74,750,000.00","109,907.00",Insider,Social Engineering,VPN,5
2696,Brazil,2022,Man in the Middle,Retail,"89,110,000.00","749,386.00",Unknown,Unpatched Software,Firewall,16
2697,Russia,2018,Malware,Communications,"89,790,000.00","900,723.00",Insider,Zero-day,Firewall,32
2698,France,2024,Phishing,IT,"49,750,000.00","943,151.00",Nation-state,Zero-day,VPN,66
2699,USA,2019,Malware,Education,"1,050,000.00","93,580.00",Nation-state,Unpatched Software,VPN,21
2700,China,2019,Malware,Retail,"26,660,000.00","303,469.00",Insider,Social Engineering,VPN,60
2701,USA,2024,Malware,Communications,"710,000.00","28,436.00",Unknown,Unpatched Software,Encryption,66
2702,France,2015,Phishing,Healthcare,"41,920,000.00","383,484.00",Unknown,Unpatched Software,VPN,52
2703,Germany,2017,DDoS,Communications,"40,050,000.00","27,446.00",Insider,Social Engineering,AI-based Detection,13
2704,Japan,2020,Phishing,Healthcare,"73,130,000.00","39,276.00",Nation-state,Unpatched Software,Firewall,29
2705,Brazil,2024,SQL Injection,IT,"33,940,000.00","88,304.00",Nation-state,Zero-day,Encryption,41
2706,Brazil,2019,Malware,Government,"4,950,000.00","281,096.00",Nation-state,Zero-day,AI-based Detection,2
2707,Australia,2018,SQL Injection,Banking,"50,230,000.00","793,612.00",Nation-state,Zero-day,Firewall,12
2708,UK,2016,Malware,Banking,"49,920,000.00","848,188.00",Nation-state,Unpatched Software,VPN,12
2709,India,2016,Man in the Middle,IT,"70,240,000.00","374,767.00",Unknown,Unpatched Software,Antivirus,67
2710,France,2019,DDoS,Communications,"85,650,000.00","835,349.00",Nation-state,Unpatched Software,VPN,8
2711,Japan,2020,SQL Injection,Banking,"64,250,000.00","877,560.00",Nation-state,Weak Passwords,Encryption,61
2712,Germany,2016,Man in the Middle,Government,"58,930,000.00","249,279.00",Unknown,Weak Passwords,VPN,58
2713,Japan,2017,Ransomware,Government,"9,240,000.00","126,143.00",Unknown,Weak Passwords,Antivirus,35
2714,France,2021,Malware,Government,"50,840,000.00","7,910.00",Unknown,Unpatched Software,Firewall,19
2715,Brazil,2020,SQL Injection,Education,"85,120,000.00","732,802.00",Nation-state,Weak Passwords,Antivirus,62
2716,USA,2019,DDoS,Communications,"12,130,000.00","426,349.00",Hacker Group,Unpatched Software,Encryption,44
2717,China,2019,Man in the Middle,Communications,"6,240,000.00","739,538.00",Nation-state,Zero-day,Encryption,5
2718,UK,2016,SQL Injection,Retail,"17,980,000.00","251,689.00",Nation-state,Social Engineering,Antivirus,1
2719,Germany,2015,Malware,Education,"75,200,000.00","461,291.00",Insider,Social Engineering,AI-based Detection,5
2720,UK,2021,Man in the Middle,Banking,"71,880,000.00","757,595.00",Insider,Weak Passwords,VPN,40
2721,Japan,2024,Man in the Middle,Retail,"12,620,000.00","970,866.00",Hacker Group,Weak Passwords,Firewall,13
2722,Brazil,2021,Malware,Government,"79,560,000.00","334,916.00",Nation-state,Weak Passwords,Firewall,35
2723,UK,2019,Man in the Middle,IT,"35,370,000.00","384,185.00",Insider,Weak Passwords,Firewall,71
2724,Australia,2016,Phishing,Education,"98,720,000.00","6,670.00",Nation-state,Social Engineering,VPN,24
2725,France,2016,Man in the Middle,IT,"62,080,000.00","801,177.00",Nation-state,Social Engineering,Encryption,11
2726,Russia,2016,Ransomware,Banking,"28,790,000.00","183,711.00",Insider,Zero-day,Encryption,50
2727,France,2015,Malware,Retail,"83,450,000.00","573,985.00",Insider,Weak Passwords,AI-based Detection,45
2728,Japan,2018,DDoS,Healthcare,"88,040,000.00","675,172.00",Nation-state,Weak Passwords,Antivirus,43
2729,Germany,2018,DDoS,Government,"35,760,000.00","716,770.00",Insider,Unpatched Software,Encryption,2
2730,Australia,2016,DDoS,IT,"43,190,000.00","825,866.00",Unknown,Weak Passwords,Firewall,23
2731,USA,2019,Ransomware,Healthcare,"92,430,000.00","206,631.00",Unknown,Zero-day,AI-based Detection,64
2732,Germany,2016,Phishing,Banking,"40,180,000.00","153,211.00",Nation-state,Weak Passwords,Encryption,43
2733,Japan,2018,SQL Injection,IT,"48,910,000.00","322,255.00",Nation-state,Zero-day,AI-based Detection,41
2734,China,2021,Ransomware,Communications,"44,840,000.00","16,106.00",Nation-state,Weak Passwords,Firewall,29
2735,USA,2021,Man in the Middle,Education,"51,430,000.00","640,851.00",Unknown,Zero-day,VPN,11
2736,Japan,2022,Phishing,Banking,"12,420,000.00","570,853.00",Unknown,Unpatched Software,Encryption,4
2737,USA,2023,SQL Injection,Banking,"98,910,000.00","995,462.00",Unknown,Unpatched Software,Firewall,33
2738,Russia,2015,Ransomware,Communications,"64,680,000.00","716,832.00",Hacker Group,Social Engineering,VPN,67
2739,USA,2015,Malware,Retail,"41,340,000.00","677,462.00",Unknown,Unpatched Software,AI-based Detection,45
2740,France,2020,DDoS,IT,"52,090,000.00","362,499.00",Insider,Unpatched Software,Encryption,4
2741,India,2023,DDoS,Retail,"26,010,000.00","274,512.00",Insider,Weak Passwords,AI-based Detection,69
2742,Germany,2017,Malware,Government,"63,970,000.00","590,555.00",Nation-state,Social Engineering,AI-based Detection,27
2743,Australia,2024,Phishing,Communications,"42,280,000.00","297,456.00",Nation-state,Zero-day,VPN,20
2744,Russia,2015,Ransomware,Government,"2,730,000.00","465,465.00",Nation-state,Unpatched Software,Encryption,60
2745,India,2023,Man in the Middle,IT,"58,900,000.00","24,387.00",Hacker Group,Unpatched Software,Encryption,29
2746,France,2020,Man in the Middle,Education,"35,120,000.00","871,001.00",Nation-state,Zero-day,Antivirus,39
2747,Brazil,2019,Malware,IT,"8,310,000.00","989,421.00",Unknown,Zero-day,Firewall,46
2748,France,2015,Phishing,Retail,"84,860,000.00","190,100.00",Nation-state,Zero-day,AI-based Detection,69
2749,France,2018,SQL Injection,IT,"63,560,000.00","3,324.00",Unknown,Zero-day,Encryption,65
2750,UK,2024,Malware,Retail,"33,240,000.00","851,177.00",Insider,Unpatched Software,Encryption,53
2751,Russia,2015,Malware,Healthcare,"35,110,000.00","477,346.00",Unknown,Social Engineering,Firewall,8
2752,USA,2021,Malware,Healthcare,"49,730,000.00","386,686.00",Insider,Zero-day,AI-based Detection,7
2753,Russia,2016,DDoS,Banking,"87,620,000.00","922,456.00",Insider,Zero-day,VPN,67
2754,China,2021,DDoS,Communications,"84,090,000.00","954,379.00",Insider,Social Engineering,VPN,59
2755,Germany,2024,Phishing,Communications,"36,340,000.00","887,186.00",Insider,Weak Passwords,Antivirus,8
2756,India,2018,Malware,Education,"41,280,000.00","197,323.00",Hacker Group,Social Engineering,Antivirus,47
2757,India,2016,Malware,IT,"34,780,000.00","294,587.00",Unknown,Social Engineering,AI-based Detection,43
2758,UK,2022,Man in the Middle,Communications,"88,710,000.00","191,263.00",Hacker Group,Unpatched Software,Encryption,68
2759,France,2017,Ransomware,Healthcare,"88,790,000.00","332,214.00",Nation-state,Social Engineering,Antivirus,16
2760,China,2024,Man in the Middle,Government,"56,260,000.00","196,531.00",Hacker Group,Zero-day,Firewall,45
2761,Brazil,2021,SQL Injection,Banking,"4,340,000.00","258,021.00",Hacker Group,Unpatched Software,Encryption,46
2762,Russia,2021,Ransomware,Healthcare,"85,650,000.00","920,121.00",Unknown,Social Engineering,Antivirus,21
2763,Australia,2021,SQL Injection,IT,"4,520,000.00","971,908.00",Unknown,Zero-day,AI-based Detection,16
2764,France,2017,Ransomware,IT,"27,190,000.00","760,590.00",Nation-state,Weak Passwords,Encryption,9
2765,UK,2023,Man in the Middle,Government,"45,160,000.00","569,044.00",Hacker Group,Social Engineering,Antivirus,27
2766,France,2021,SQL Injection,Government,"2,300,000.00","841,324.00",Unknown,Weak Passwords,Encryption,8
2767,Japan,2022,Malware,Government,"71,540,000.00","668,679.00",Unknown,Social Engineering,VPN,27
2768,India,2022,SQL Injection,Banking,"27,860,000.00","310,150.00",Unknown,Unpatched Software,AI-based Detection,21
2769,Germany,2016,Man in the Middle,IT,"13,210,000.00","549,414.00",Unknown,Social Engineering,Encryption,70
2770,Australia,2015,DDoS,Government,"11,890,000.00","731,839.00",Unknown,Zero-day,AI-based Detection,14
2771,Brazil,2023,SQL Injection,Healthcare,"76,580,000.00","626,352.00",Hacker Group,Social Engineering,Encryption,33
2772,India,2022,DDoS,Banking,"92,230,000.00","626,017.00",Unknown,Unpatched Software,Antivirus,1
2773,Australia,2019,DDoS,Communications,"70,700,000.00","172,782.00",Unknown,Social Engineering,VPN,2
2774,France,2021,Ransomware,Government,"2,390,000.00","665,023.00",Insider,Unpatched Software,Firewall,49
2775,Germany,2018,Man in the Middle,Banking,"89,870,000.00","15,909.00",Nation-state,Zero-day,Antivirus,19
2776,UK,2023,Man in the Middle,Banking,"24,280,000.00","998,547.00",Unknown,Weak Passwords,Antivirus,46
2777,Australia,2019,DDoS,IT,"58,300,000.00","76,358.00",Nation-state,Weak Passwords,Encryption,58
2778,Germany,2024,Man in the Middle,IT,"84,190,000.00","89,704.00",Hacker Group,Social Engineering,Antivirus,26
2779,Russia,2024,Man in the Middle,Education,"72,020,000.00","191,361.00",Hacker Group,Unpatched Software,AI-based Detection,11
2780,Germany,2023,Man in the Middle,Government,"610,000.00","200,862.00",Insider,Social Engineering,Encryption,13
2781,USA,2017,Malware,Government,"89,490,000.00","4,966.00",Hacker Group,Social Engineering,AI-based Detection,41
2782,Japan,2018,Phishing,Education,"34,060,000.00","344,674.00",Unknown,Weak Passwords,Antivirus,19
2783,USA,2020,Phishing,Government,"37,660,000.00","449,424.00",Unknown,Unpatched Software,Firewall,3
2784,Germany,2020,Phishing,Healthcare,"69,200,000.00","162,807.00",Hacker Group,Unpatched Software,Encryption,4
2785,India,2024,DDoS,Banking,"47,100,000.00","21,292.00",Insider,Social Engineering,Antivirus,10
2786,Australia,2023,Malware,Banking,"25,700,000.00","993,215.00",Nation-state,Zero-day,AI-based Detection,56
2787,Australia,2017,DDoS,Banking,"16,580,000.00","744,201.00",Hacker Group,Zero-day,VPN,7
2788,Japan,2017,Phishing,Banking,"61,330,000.00","762,300.00",Nation-state,Social Engineering,VPN,20
2789,France,2018,DDoS,Government,"14,100,000.00","764,003.00",Insider,Zero-day,AI-based Detection,43
2790,China,2019,DDoS,Banking,"33,880,000.00","761,910.00",Hacker Group,Zero-day,Antivirus,27
2791,France,2023,Ransomware,IT,"87,450,000.00","296,050.00",Insider,Weak Passwords,VPN,30
2792,France,2020,Malware,Government,"27,430,000.00","82,853.00",Hacker Group,Social Engineering,Encryption,67
2793,Japan,2022,SQL Injection,Banking,"34,030,000.00","700,439.00",Insider,Zero-day,Encryption,41
2794,Russia,2022,SQL Injection,Retail,"6,610,000.00","351,048.00",Insider,Unpatched Software,VPN,57
2795,China,2020,Phishing,Retail,"17,990,000.00","36,963.00",Insider,Zero-day,VPN,54
2796,France,2021,Ransomware,IT,"99,770,000.00","533,151.00",Nation-state,Zero-day,Antivirus,43
2797,Germany,2018,Man in the Middle,Healthcare,"61,930,000.00","62,185.00",Nation-state,Social Engineering,Encryption,32
2798,USA,2016,DDoS,Education,"48,830,000.00","231,299.00",Unknown,Unpatched Software,Encryption,58
2799,UK,2017,SQL Injection,Retail,"47,990,000.00","914,365.00",Insider,Weak Passwords,Firewall,52
2800,Japan,2024,Ransomware,Retail,"47,440,000.00","696,953.00",Nation-state,Zero-day,Firewall,54
2801,Russia,2015,Malware,Education,"24,470,000.00","977,607.00",Hacker Group,Zero-day,AI-based Detection,62
2802,Australia,2020,Ransomware,Retail,"71,030,000.00","91,228.00",Hacker Group,Social Engineering,Antivirus,22
2803,China,2016,Phishing,Government,"59,950,000.00","417,253.00",Insider,Weak Passwords,VPN,16
2804,France,2021,Man in the Middle,Government,"44,030,000.00","60,431.00",Hacker Group,Weak Passwords,AI-based Detection,59
2805,Japan,2016,Man in the Middle,Healthcare,"44,690,000.00","567,209.00",Hacker Group,Social Engineering,Antivirus,1
2806,France,2015,SQL Injection,IT,"70,180,000.00","596,168.00",Nation-state,Zero-day,Encryption,15
2807,Japan,2024,Malware,Communications,"49,880,000.00","437,357.00",Unknown,Weak Passwords,AI-based Detection,56
2808,Australia,2016,Ransomware,IT,"43,880,000.00","588,421.00",Nation-state,Unpatched Software,Encryption,72
2809,UK,2017,Phishing,IT,"57,170,000.00","477,292.00",Nation-state,Social Engineering,AI-based Detection,18
2810,Germany,2018,Phishing,Education,"16,760,000.00","163,839.00",Insider,Social Engineering,Encryption,19
2811,UK,2024,SQL Injection,IT,"65,060,000.00","922,676.00",Unknown,Zero-day,VPN,6
2812,UK,2023,Malware,Education,"34,660,000.00","941,720.00",Nation-state,Zero-day,Antivirus,71
2813,Germany,2019,Phishing,Government,"49,710,000.00","647,613.00",Unknown,Social Engineering,Antivirus,53
2814,Australia,2016,Ransomware,Communications,"27,170,000.00","429,456.00",Hacker Group,Social Engineering,VPN,28
2815,India,2020,Phishing,Government,"85,730,000.00","340,643.00",Unknown,Zero-day,Firewall,72
2816,France,2021,Malware,Education,"55,660,000.00","21,833.00",Hacker Group,Zero-day,Encryption,2
2817,Japan,2018,Phishing,Education,"3,600,000.00","598,297.00",Insider,Social Engineering,VPN,49
2818,Australia,2023,Phishing,Retail,"78,280,000.00","92,925.00",Insider,Zero-day,VPN,53
2819,Germany,2020,SQL Injection,Retail,"70,090,000.00","98,500.00",Hacker Group,Unpatched Software,Antivirus,30
2820,Japan,2020,SQL Injection,IT,"64,560,000.00","820,070.00",Hacker Group,Weak Passwords,Encryption,70
2821,UK,2024,Phishing,Banking,"66,650,000.00","170,892.00",Unknown,Zero-day,AI-based Detection,47
2822,Brazil,2024,Ransomware,Healthcare,"60,130,000.00","887,531.00",Hacker Group,Social Engineering,Encryption,51
2823,Australia,2024,DDoS,IT,"57,810,000.00","179,507.00",Insider,Weak Passwords,VPN,8
2824,Russia,2023,DDoS,Banking,"78,710,000.00","315,219.00",Unknown,Social Engineering,Antivirus,30
2825,USA,2016,Phishing,Government,"63,350,000.00","223,827.00",Insider,Zero-day,Antivirus,21
2826,France,2016,DDoS,Healthcare,"47,010,000.00","254,371.00",Unknown,Zero-day,Antivirus,13
